wt,RID,ev_ne,ev_adoption,ev_consider,ev_ee,ev_pnb,ev_intention,ev_personal.benefit,ev_self.efficacy,solar_ne,solar_adoption,solar_consider,solar_ee,solar_pnb,solar_intention,solar_personal.benefit,solar_self.efficacy,offset_ne,offset_adoption,offset_consider,offset_ee,offset_pnb,offset_intention,offset_personal.benefit,offset_self.efficacy,fw_ne,fw_adoption,fw_consider,fw_ee,fw_pnb,fw_intention,fw_personal.benefit,fw_self.efficacy,wave,ev_outcome.efficacy,solar_outcome.efficacy,community.solar_adoption,community.solar_consider,community.solar_intention,community.solar_ee,community.solar_pnb,community.solar_ne,community.solar_personal.benefit,community.solar_self.efficacy,community.solar_outcome.efficacy,offset_outcome.efficacy,beef_adoption,beef_consider,beef_intention,beef_ee,beef_pnb,beef_ne,beef_personal.benefit,beef_self.efficacy,beef_outcome.efficacy,hp_adoption,hp_consider,hp_intention,hp_ee,hp_pnb,hp_ne,hp_personal.benefit,hp_self.efficacy,hp_outcome.efficacy,ev_difficulty,solar_difficulty,community.solar_difficulty,offset_difficulty,hp_difficulty,beef_difficulty,fw_difficulty,fw_outcome.efficacy
0.566748493,619abd1b-41c2-48d0-1e29-c0deca0a11e8,10,0,1,0,1,50,5,5,3,0,1,3,1,0,5,3,3,0,0,4,1,0,5,1,3,1,1,6,1,80,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.617080947,619abda7-ab2a-ac4f-9a3c-d0ea1c8ad892,1,0,1,0,0,20,2,3,1,0,0,0,1,0,5,1,2,0,0,0,1,10,1,1,5,1,1,3,1,40,3,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.177263783,619abf18-cfd4-ab28-8ff5-1f9c9bd90362,0,0,0,0,0,NA,1,1,0,0,1,0,1,0,4,2,0,0,1,0,1,30,4,4,10,1,1,10,1,90,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.009842364,619ac07c-1d09-1aa7-78d8-bd9bf797d0e4,2,0,1,1,0,60,2,2,0,0,0,0,0,10,3,3,1,0,0,3,0,30,3,3,2,1,0,2,0,40,3,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.631589233,619ac097-227d-896d-b8db-2b6df7f1c3b8,6,0,1,6,1,60,5,3,4,0,1,4,1,50,5,4,1,0,0,1,1,30,5,2,1,1,1,1,1,60,5,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.649298102,619ac0d9-432e-b89f-33a2-0e03c741d5ad,2,0,1,2,0,40,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0,30,2,1,1,1,1,0,1,80,5,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.336143635,619ac2ec-8fd4-7545-e615-6217798b62b4,4,0,1,2,1,70,4,4,5,0,1,4,1,10,5,5,7,0,1,7,1,70,5,4,2,1,1,3,1,40,4,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.378479372,619ac38a-13ff-1313-d325-2996f7fda755,2,0,1,4,1,80,5,3,3,1,NA,5,1,30,5,5,10,0,0,6,1,40,3,2,10,1,1,9,1,80,5,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.173161269,619ac42b-2858-b414-c4a9-8efd246747e1,5,0,0,3,1,50,4,3,2,0,0,1,1,0,4,2,5,0,0,0,1,50,4,2,9,1,1,9,1,100,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.282788179,619ac521-b7e6-104d-19ed-763845c8c0a3,5,0,1,2,1,50,3,3,2,0,1,2,0,10,5,2,5,0,1,6,1,70,4,4,7,1,1,7,1,80,5,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.544295264,619ac542-5d10-bf39-b7e6-e61c425dd84f,2,0,0,0,0,0,2,3,3,0,1,1,0,10,3,3,3,0,0,0,1,0,2,1,6,1,1,3,1,30,4,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.079651814,619ac5cf-2e6f-1abd-a51a-95a13ce33905,2,0,0,0,0,10,1,1,0,0,0,2,0,0,2,1,1,0,0,0,0,10,2,1,4,0,0,4,1,30,2,2,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.437717528,619ac66c-99b7-bbe1-a300-02236b022b6b,1,0,1,1,1,60,3,3,1,0,0,0,1,0,5,1,0,0,0,0,1,0,5,1,10,1,1,10,1,100,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.138943048,619ac879-9802-b0b3-ec43-9d65d86959f6,1,0,0,1,0,NA,4,2,0,0,0,1,0,0,4,3,0,0,0,0,0,0,1,1,3,1,1,3,1,100,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.518918229,619ac8c2-5a45-f2c0-f4ed-99ea9f3fe3fd,6,1,NA,0,1,50,4,4,9,0,1,0,1,20,2,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,3,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.2912896,619aca11-3cb6-5ade-32f8-7ccd63a920ea,2,1,NA,2,1,90,4,5,1,0,1,1,1,50,5,4,2,0,1,2,1,50,5,3,5,1,1,10,1,90,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.960886093,619acaef-1fab-cb79-458a-53efe704f215,2,0,1,2,0,50,3,4,4,0,1,4,0,10,3,3,1,0,0,1,0,0,3,1,10,1,1,10,1,10,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.556199546,619acc0d-4d9d-6487-9eb9-bc88c6e7edfb,5,0,1,1,1,40,4,2,5,0,1,2,1,50,5,3,1,0,0,0,1,50,5,3,1,1,1,1,1,90,5,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.287995444,619acc84-5af2-6fd3-fc94-e3d1929a0b67,0,0,NA,0,0,0,1,1,0,0,0,0,0,0,1,1,10,0,0,0,1,0,5,5,10,1,1,10,1,100,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.528731065,619acd13-8633-ccca-985e-49a8615136f3,5,0,1,5,1,70,4,4,6,0,1,7,0,60,4,3,2,0,0,2,0,30,3,2,7,1,1,8,1,100,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.528731065,619acd49-15c0-bcab-37ce-accb78eed2e2,5,0,NA,5,0,0,3,4,5,1,NA,5,0,100,5,5,0,0,0,0,1,0,3,3,10,1,1,10,1,100,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.649298102,619acd90-31a2-2a18-2bab-7bbf5172ba96,5,0,1,3,1,50,3,3,6,0,1,4,1,40,5,4,2,0,0,2,1,50,5,4,2,1,1,3,1,30,5,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.506980278,619ace40-70f1-6cdd-6ce8-b05fdf7967a7,6,0,1,1,1,30,5,5,6,0,0,3,1,30,4,4,3,0,0,2,1,30,3,3,9,1,1,8,1,100,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.565122536,619ad104-6741-fa1a-3fcb-6cace8ef47cf,2,0,0,8,0,0,2,1,2,1,NA,2,1,0,3,3,0,0,0,0,1,10,4,2,10,1,1,10,1,100,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.357257351,619ad2e0-96ef-d9e9-8630-8f909ab4309e,0,0,1,1,0,30,1,2,6,0,1,0,1,0,5,2,0,0,0,0,0,0,3,1,6,1,1,0,1,50,4,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.931299047,619ad304-9ec0-6afe-2e81-7dfa4555c1d1,1,0,1,1,0,50,1,5,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.079651814,619ad571-4ae9-6e14-9c4f-7041eea23995,2,0,1,0,0,50,4,3,3,0,1,2,1,10,4,4,4,0,0,1,1,10,4,1,7,1,1,4,1,100,5,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.339677271,619ad60e-c425-8e9b-29e8-0f2f30b16acc,10,0,1,3,1,100,5,4,9,0,1,2,1,30,5,4,7,0,0,5,1,50,5,5,10,1,1,9,1,100,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.786145303,619ad622-2c6d-89e4-09c3-fc8885a2438d,5,0,0,0,1,NA,5,1,10,0,1,7,1,30,5,3,0,0,0,1,0,0,3,1,5,1,1,5,1,70,4,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.857787225,619ad7ca-b7ec-2e2d-39d9-d84f9d71f678,5,0,0,3,0,NA,2,2,3,0,0,2,1,0,2,1,2,0,0,2,1,0,2,2,2,0,0,3,0,10,2,1,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.261098367,619ad7d8-615d-e89e-8f7b-9ed20461a875,2,0,1,1,1,40,3,2,3,0,0,1,1,0,2,1,2,0,0,0,1,0,3,1,3,1,1,5,1,40,4,2,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.785155112,619ad7ef-6e94-7572-618d-41c832d30276,1,0,0,0,0,20,4,2,2,0,0,0,1,10,2,1,1,0,0,0,1,10,3,1,5,1,1,3,1,100,4,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.323886342,619adab3-9f5c-b78e-6947-b515b2b1ca84,3,0,1,2,1,60,4,3,5,0,1,3,1,10,4,3,2,0,0,0,1,0,1,1,3,1,1,3,1,50,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.287933077,619adb3e-40e4-be33-6a1d-6d9c801cf143,1,0,1,1,0,20,3,4,3,0,0,3,0,40,3,4,5,0,0,0,1,20,3,3,10,1,1,10,1,80,5,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.400960476,619ae0c0-e219-2ac1-aba3-37d5d2e8a5ff,7,0,1,2,1,70,5,4,3,0,1,5,1,0,5,1,6,0,0,6,1,0,5,1,5,1,1,7,1,100,5,1,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.015922922,619ae173-7bdb-3bcd-b5f4-05872f81e2e6,4,0,1,0,0,40,4,4,4,0,1,3,1,10,4,4,0,0,0,0,0,0,1,1,5,1,1,5,1,80,5,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.286022773,619ae185-fc64-01eb-c11a-8a9ef1cc57db,0,0,NA,1,0,0,1,2,0,0,0,2,1,0,4,2,0,0,0,0,0,0,1,1,0,0,0,0,1,40,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.776903486,619ae3ad-2eb5-0ab7-8542-ef50dbc3d58e,1,0,NA,2,0,NA,1,3,1,0,0,1,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.949184996,619ae3b0-e9d6-e677-7559-81424c7d0b32,1,0,0,2,0,10,2,5,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,1,4,1,1,4,1,70,4,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.203477189,619ae455-d520-cb3a-a0e4-77226a983764,3,0,NA,2,0,30,4,3,2,0,0,1,0,0,4,3,4,0,0,6,1,10,4,3,4,1,1,6,1,70,5,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.762867328,619ae478-b579-a106-f720-fe4176aa04c4,3,0,1,0,1,70,4,3,2,0,1,0,1,0,5,3,0,0,0,0,0,0,3,3,2,1,1,2,1,50,4,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.564967193,619ae4bc-ef98-d863-e4f3-c4ee93c3a1d5,5,1,NA,6,1,70,5,5,9,1,NA,6,1,50,5,5,6,1,NA,7,1,50,5,5,9,1,1,8,1,50,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.317446559,619ae56f-862e-c5ac-5597-cfca85b87957,2,0,1,0,0,50,2,5,1,0,0,1,0,10,2,1,0,0,0,0,0,0,2,1,3,1,1,3,1,80,2,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.616823048,619ae629-adfe-b20b-2302-a3f68a03e180,0,1,NA,0,0,10,2,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,2,2,3,1,0,2,1,20,1,2,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.682913349,619ae88d-61a4-4443-1100-ff2871b5cf87,3,0,1,1,0,90,5,4,3,1,NA,2,1,100,5,5,0,0,0,0,0,0,3,3,1,1,1,2,0,50,4,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.120342494,619ae974-c9d4-5b97-727e-6163ff93844b,2,0,0,0,0,30,2,2,2,0,0,2,0,10,2,2,1,0,0,1,1,10,2,2,8,1,1,8,1,80,2,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.617080947,619ae989-9b82-0d49-0ba9-f9ffc16cef52,1,0,1,0,0,10,2,2,2,0,0,0,1,0,3,1,2,0,0,0,1,0,2,1,6,1,1,4,1,70,5,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.992458306,619aeb0b-75b7-d64c-759f-e75fd7a95939,3,0,0,3,0,60,3,4,6,0,0,5,1,0,3,2,5,0,0,1,0,0,1,2,6,0,0,3,0,10,3,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.370323044,619aece5-afdd-a9ce-9017-123de7443742,1,0,0,0,0,20,1,1,0,0,1,0,0,30,5,4,2,0,0,0,1,10,3,1,4,1,1,8,1,70,5,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.460185914,619aed32-9f19-d58a-eac5-fcc0b7ce745b,0,0,0,0,0,0,5,1,0,0,0,2,1,0,5,1,10,0,0,0,1,0,5,1,10,1,1,10,1,100,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.190811489,619aee3c-8e0d-f15e-e7b1-661e2a63e7d8,3,0,1,3,0,80,4,3,3,0,1,3,1,60,4,3,0,0,0,0,0,0,1,1,4,1,1,0,1,40,3,1,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.914746385,619aef08-4607-f1c2-e7d6-62b288e9494a,0,0,0,0,0,NA,2,1,2,0,0,0,1,0,3,2,2,0,0,0,1,0,3,2,4,1,1,4,1,50,4,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.166000354,619af000-84e6-ae6e-de0b-97ad66913b67,3,0,0,1,0,0,3,3,3,0,0,2,0,0,3,3,2,0,0,2,0,0,3,2,3,1,1,5,1,70,4,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.147905358,619af127-d409-b8b4-2482-43547bbb8a4a,0,0,0,0,0,0,1,1,2,0,1,0,0,0,5,2,0,0,0,0,0,0,1,1,5,1,1,5,1,80,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.542099432,619af2d3-b553-5e97-b07b-8da66565bf76,3,1,NA,2,1,50,3,2,5,0,1,4,0,10,2,3,1,0,0,1,0,0,2,2,7,1,1,8,1,50,5,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.091214882,619af51e-ac64-fc55-1ee0-43e7a14c8d83,2,0,NA,0,1,40,2,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,1,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.418880786,619af69a-b76f-e171-f763-ef0a72111236,5,0,0,0,0,30,3,2,5,0,0,0,0,0,4,2,0,0,0,0,1,20,5,4,5,1,1,5,1,60,4,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.64362616,619af76c-eedb-f281-8303-b75be3110b9a,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,8,1,1,7,1,100,4,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.638313337,619af7ca-facc-6d15-c84f-9ae2831ed855,1,0,1,3,1,50,4,2,1,0,1,1,1,0,5,1,0,0,0,0,1,0,3,1,1,1,1,2,1,70,4,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.080466904,619af848-278b-e948-9444-00581e869045,0,0,0,1,0,50,2,4,3,0,1,2,0,0,3,3,0,0,0,0,0,50,4,1,4,1,1,6,1,100,5,5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.960552338,619af86f-b5b1-c313-06e7-ef0c33b9ecaf,1,0,1,0,0,10,1,2,1,0,1,1,1,0,5,1,0,0,0,0,0,0,1,1,4,0,0,1,1,30,3,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.439447579,619af96e-4222-2559-381f-aa23e558e42c,6,0,1,1,1,30,5,3,3,0,1,1,1,0,4,2,7,0,0,1,1,0,5,5,3,1,1,4,1,100,4,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
